20, 52.352, 0, 11, 218.35
44, 106.262, 0, 12, 272.26
9, 30.992, 0, 9, 361.99
23, 61.232, 0, 12, 392.23
20, 58.196, 0, 12, 554.20
23, 56.960, 0, 11, 717.96
27, 68.354, 0, 13, 729.35
1, 9.026, 0, 2, 1165.03
4, 15.056, 0, 3, 1171.06
49, 138.554, 0, 13, 1294.55
8, 32.000, 0, 10, 1353.00
12, 43.250, 0, 10, 1364.25
36, 88.706, 0, 13, 1574.71
46, 150.206, 0, 15, 1966.21
11, 42.230, 0, 11, 2023.23
48, 112.490, 0, 12, 2258.49
16, 47.582, 0, 11, 2688.58
33, 80.486, 0, 13, 2721.49
22, 71.294, 0, 13, 2877.29
5, 21.224, 0, 4, 2992.22
43, 112.274, 0, 13, 3248.27
8, 30.380, 0, 10, 3331.38
1, 8.606, 0, 2, 3474.61
6, 21.638, 0, 5, 3487.64
32, 69.596, 0, 11, 3700.60
2, 12.956, 0, 2, 3808.96
41, 94.496, 0, 12, 3890.50
38, 95.396, 0, 13, 4386.40
31, 87.392, 0, 12, 4543.39
10, 37.256, 0, 9, 4823.26
32, 86.870, 0, 12, 5037.87
19, 51.980, 0, 11, 5332.98
33, 90.734, 0, 11, 5371.73
24, 68.222, 0, 12, 5514.22
28, 83.792, 0, 13, 6024.79
5, 21.704, 0, 6, 6292.70
11, 30.902, 0, 8, 6301.90
14, 36.032, 0, 8, 6307.03
25, 57.668, 0, 12, 6328.67
40, 95.372, 0, 13, 6696.37
16, 48.308, 0, 11, 6814.31
33, 95.378, 0, 13, 6861.38
47, 112.670, 0, 10, 7703.67
29, 86.756, 0, 12, 7842.76
41, 118.760, 0, 13, 7874.76
23, 56.306, 0, 9, 7977.31
12, 38.078, 0, 11, 8124.08
19, 68.846, 0, 14, 8319.85
38, 110.612, 0, 14, 8526.61
15, 43.262, 0, 11, 8624.26
46, 103.850, 0, 11, 8684.85
21, 64.328, 0, 11, 8810.33
28, 70.016, 0, 11, 8816.02
40, 97.436, 0, 14, 9008.44
29, 82.286, 0, 12, 9158.29
42, 106.946, 0, 13, 9182.95
18, 48.884, 0, 13, 9289.88
34, 95.408, 0, 13, 9666.41
3, 15.392, 0, 3, 9916.39
17, 59.606, 0, 13, 10125.61
37, 96.938, 0, 14, 10162.94
40, 109.988, 0, 14, 10175.99
10, 34.952, 0, 11, 10265.95
40, 107.150, 0, 15, 10338.15
18, 57.044, 0, 14, 10453.04
46, 116.822, 0, 14, 10512.82
1, 8.450, 0, 1, 10569.45
34, 89.942, 0, 12, 10815.94
49, 142.760, 0, 14, 11033.76
11, 35.456, 0, 9, 11256.46
40, 89.222, 0, 13, 11310.22
27, 80.786, 0, 13, 11466.79
49, 100.784, 0, 11, 11486.78
7, 25.946, 0, 9, 11576.95
38, 83.768, 0, 13, 11799.77
17, 57.980, 0, 13, 11938.98
27, 82.406, 0, 13, 11963.41
33, 76.676, 0, 12, 12287.68
1, 9.080, 0, 2, 12550.08
4, 12.986, 0, 3, 12553.99
7, 25.952, 0, 7, 12731.95
15, 47.612, 0, 11, 12918.61
42, 93.566, 0, 14, 12964.57
28, 81.620, 0, 14, 13117.62
33, 100.574, 0, 13, 13136.57
13, 42.176, 0, 11, 13408.18
24, 61.670, 0, 12, 13427.67
29, 79.526, 0, 13, 13445.53
45, 114.050, 0, 11, 13480.05
23, 65.744, 0, 11, 13596.74
40, 87.038, 0, 14, 13618.04
10, 34.616, 0, 10, 13895.62
25, 66.098, 0, 12, 13927.10
41, 106.526, 0, 13, 13967.53
25, 60.830, 0, 11, 14086.83
36, 95.234, 0, 12, 14286.23
2, 12.950, 0, 2, 14533.95
27, 86.702, 0, 14, 14772.70
28, 76.640, 0, 12, 15752.64
30, 78.614, 0, 13, 17074.61
23, 67.208, 0, 12, 17228.21
39, 112.892, 0, 12, 17273.89
25, 65.882, 0, 11, 17391.88
34, 105.074, 0, 16, 17596.07
37, 115.928, 0, 16, 17606.93
39, 122.138, 0, 16, 17613.14
45, 139.052, 0, 14, 17960.05
18, 51.884, 0, 11, 18037.88
42, 108.674, 0, 14, 18094.67
20, 65.498, 0, 13, 18216.50
23, 71.276, 0, 13, 18222.28
40, 99.608, 0, 11, 18745.61
20, 60.608, 0, 11, 18871.61
35, 78.734, 0, 12, 18889.73
43, 116.072, 0, 15, 19092.07
18, 58.010, 0, 13, 19694.01
19, 51.956, 0, 11, 20017.96
1, 8.474, 0, 1, 20139.47
36, 78.098, 0, 11, 20209.10
48, 125.354, 0, 12, 20916.35
3, 13.652, 0, 3, 20969.65
15, 40.022, 0, 11, 20996.02
4, 15.080, 0, 3, 21136.08
31, 93.848, 0, 12, 21214.85
37, 100.148, 0, 11, 21221.15
7, 25.958, 0, 7, 21311.96
37, 99.218, 0, 13, 21385.22
24, 60.866, 0, 14, 21511.87
17, 59.486, 0, 13, 21675.49
23, 69.746, 0, 13, 21685.75
40, 104.720, 0, 12, 21720.72
41, 105.668, 0, 12, 22051.67
44, 117.404, 0, 11, 22063.40
