0,1
0,2
0,3
0,4
0,5
0,6
0,7
0.008,8
0.049,9
0.131,10
0.218,11
0.338,12
0.492,13
0.574,14
0.628,15
0.719,16
0.788,17
0.853,18
0.868,19
0.892,20
0.915,21
0.93,22
0.946,23
0.963,24
0.968,25
0.977,26
0.983,27
0.979,28
0.983,29
0.983,30
0.987,31
0.994,32
0.996,33
0.998,34
0.997,35
0.998,36
0.997,37
1,38
1,39
1,40
1,41
0.999,42
1,43
1,44
1,45
1,46
0.999,47
1,48
1,49
